,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
1330,1330,1330,1330,1330,1330,1330,478130_4419430_37_314,N,38,478130,4419430,37,314,,medium,,,,,,,,,,,,,0,,,,,50510
1331,1331,1331,1331,1331,1331,1331,478130_4419430_37_315,N,38,478130,4419430,37,315,,fine,,,,,,,,,,,,,0,,,,,50512
1332,1332,1332,1332,1332,1332,1332,478130_4419430_37_316,N,38,478130,4419430,37,316,,medium,,,,,,,,,,,,,0,,,,,50514
1333,1333,1333,1333,1333,1333,1333,478130_4419430_37_317,N,38,478130,4419430,37,317,,medium,,,,,,,,,,,,,0,,,,,50516
1334,1334,1334,1334,1334,1334,1334,478130_4419430_37_318,N,38,478130,4419430,37,318,,medium,,,,,,,,,,,,,0,,,,,50518
1335,1335,1335,1335,1335,1335,1335,478130_4419430_37_319,N,38,478130,4419430,37,319,,fine,,,,,,,,,,,,,0,,,,,50520
1336,1336,1336,1336,1336,1336,1336,478130_4419430_37_320,N,38,478130,4419430,37,320,,medium,,,,,,,,,,,,,0,,,,,50522
1337,1337,1337,1337,1337,1337,1337,478130_4419430_37_321,N,38,478130,4419430,37,321,,medium,,,,,,,,,,,,,0,,,,,50524
1338,1338,1338,1338,1338,1338,1338,478130_4419430_37_323,N,38,478130,4419430,37,323,,medium,,,,slipped,,,,,,,,,0,,,,,50528
1339,1339,1339,1339,1339,1339,1339,478130_4419430_37_327,N,38,478130,4419430,37,327,,medium,,,,slipped,,,,,,,,,0,,,,,50536
1340,1340,1340,1340,1340,1340,1340,478130_4419430_37_328,N,38,478130,4419430,37,328,,medium,,,,,,,,,,,,,0,,,,,50538
1341,1341,1341,1341,1341,1341,1341,478130_4419430_37_329,N,38,478130,4419430,37,329,,medium,,,,slipped and burnished,,,,,,,,,0,,,,,50540
1342,1342,1342,1342,1342,1342,1342,478130_4419430_37_330,N,38,478130,4419430,37,330,,medium,,,,,,,,,,,,,0,,,,,50542
1343,1343,1343,1343,1343,1343,1343,478130_4419430_37_331,N,38,478130,4419430,37,331,,medium,,,,slipped,,,,,,,,,0,,,,,50544
1344,1344,1344,1344,1344,1344,1344,478130_4419430_37_332,N,38,478130,4419430,37,332,,medium,,,,,,,,,,,,,0,,,,,50546
1345,1345,1345,1345,1345,1345,1345,478130_4419430_37_333,N,38,478130,4419430,37,333,,medium,,,,,,line - parallel straight,,,,,,,0,,,,,59558
1346,1346,1346,1346,1346,1346,1346,478130_4419430_37_334,N,38,478130,4419430,37,334,,medium,,,,,,,,,,,,,0,,,,,50550
1347,1347,1347,1347,1347,1347,1347,478130_4419430_37_335,N,38,478130,4419430,37,335,,medium,,,,,,,,,,,,,0,,,,,50552
1348,1348,1348,1348,1348,1348,1348,478130_4419430_37_336,N,38,478130,4419430,37,336,,medium,,,,slipped,,,,,,,,,0,,,,,50554
1349,1349,1349,1349,1349,1349,1349,478130_4419430_37_337,N,38,478130,4419430,37,337,,fine,,,,,,,,,,,,,0,,,,,50556
1350,1350,1350,1350,1350,1350,1350,478130_4419430_37_338,N,38,478130,4419430,37,338,,medium,,,,,,,,,,,,,0,,,,,50558
1351,1351,1351,1351,1351,1351,1351,478130_4419430_37_339,N,38,478130,4419430,37,339,,medium,,,,,,,,,,,,,0,,,,,50560
1352,1352,1352,1352,1352,1352,1352,478130_4419430_37_340,N,38,478130,4419430,37,340,,medium,,,,slipped,,,,,,,,,0,,,,,50562
1353,1353,1353,1353,1353,1353,1353,478130_4419430_37_341,N,38,478130,4419430,37,341,,medium,,,,,,,,,,,,,0,,,,,50564
1354,1354,1354,1354,1354,1354,1354,478130_4419430_37_342,N,38,478130,4419430,37,342,,coarse,,,,slipped,,,,,,,,,0,,,,,50566
1355,1355,1355,1355,1355,1355,1355,478130_4419430_37_343,N,38,478130,4419430,37,343,,coarse,,,,,,,,,,,,,0,,,,,50568
1356,1356,1356,1356,1356,1356,1356,478130_4419430_37_344,N,38,478130,4419430,37,344,,fine,,,,,,,,,,,,,0,,,,,50570
1357,1357,1357,1357,1357,1357,1357,478130_4419430_37_345,N,38,478130,4419430,37,345,,fine,,,,slipped,,line - parallel straight,,,,,,,0,,,,,59560
1358,1358,1358,1358,1358,1358,1358,478130_4419430_37_346,N,38,478130,4419430,37,346,,medium,,,,,,,,,,,,,0,,,,,50574
1359,1359,1359,1359,1359,1359,1359,478130_4419430_37_347,N,38,478130,4419430,37,347,,medium,,,,,,,,,,,,,0,,,,,50576
1360,1360,1360,1360,1360,1360,1360,478130_4419430_37_348,N,38,478130,4419430,37,348,,fine,,,,,,,,,,,,,0,,,,,50578
1361,1361,1361,1361,1361,1361,1361,478130_4419430_37_349,N,38,478130,4419430,37,349,,fine,,,,slipped,,,,,,,,,0,,,,,50580
1362,1362,1362,1362,1362,1362,1362,478130_4419430_37_350,N,38,478130,4419430,37,350,,medium,,,,,,,,,,,,,0,,,,,50582
1363,1363,1363,1363,1363,1363,1363,478130_4419430_37_351,N,38,478130,4419430,37,351,,fine,,,,,,,,,,,,,0,,,,,50584
1364,1364,1364,1364,1364,1364,1364,478130_4419430_37_352,N,38,478130,4419430,37,352,,medium,,,,,,,,,,,,,0,,,,,50586
1365,1365,1365,1365,1365,1365,1365,478130_4419430_37_353,N,38,478130,4419430,37,353,,medium,,,,,,,,,,,,,0,,,,,50588
1366,1366,1366,1366,1366,1366,1366,478130_4419430_37_354,N,38,478130,4419430,37,354,,fine,,,,slipped,,,,,,,,,0,,,,,50590
1367,1367,1367,1367,1367,1367,1367,478130_4419430_37_355,N,38,478130,4419430,37,355,,medium,,,,,,,,,,,,,0,,,,,50592
1368,1368,1368,1368,1368,1368,1368,478130_4419430_37_356,N,38,478130,4419430,37,356,,medium,,,,,,,,,,,,,0,,,,,50594
1369,1369,1369,1369,1369,1369,1369,478130_4419430_37_357,N,38,478130,4419430,37,357,,medium,,,,slipped,,,,,,,,,0,,,,,50596
1370,1370,1370,1370,1370,1370,1370,478130_4419430_37_358,N,38,478130,4419430,37,358,,medium,,,,,,,,,,,,,0,,,,,50598
1371,1371,1371,1371,1371,1371,1371,478130_4419430_37_360,N,38,478130,4419430,37,360,,fine,,,,slipped,,,,,,,,,0,,,,,50602
1372,1372,1372,1372,1372,1372,1372,478130_4419430_37_361,N,38,478130,4419430,37,361,,fine,,,,slipped,,,,,,,,,0,,,,,50604
1373,1373,1373,1373,1373,1373,1373,478130_4419430_37_362,N,38,478130,4419430,37,362,,fine,,,,,,,,,,,,,0,,,,,50606
1374,1374,1374,1374,1374,1374,1374,478130_4419430_37_363,N,38,478130,4419430,37,363,,fine,,,,slipped,,,,,,,,,0,,,,,50608
1375,1375,1375,1375,1375,1375,1375,478130_4419430_37_364,N,38,478130,4419430,37,364,,fine,,,,,,,,,,,,,0,,,,,50610
1376,1376,1376,1376,1376,1376,1376,478130_4419430_37_365,N,38,478130,4419430,37,365,,medium,,,,,,,,,,,,,0,,,,,50612
1377,1377,1377,1377,1377,1377,1377,478130_4419430_37_366,N,38,478130,4419430,37,366,,medium,,,,,,,,,,,,,0,,,,,50614
1378,1378,1378,1378,1378,1378,1378,478130_4419430_37_367,N,38,478130,4419430,37,367,,medium,,,,,,,,,,,,,0,,,,,50616
1379,1379,1379,1379,1379,1379,1379,478130_4419430_37_368,N,38,478130,4419430,37,368,,medium,,,,,,,,,,,,,0,,,,,50618
1380,1380,1380,1380,1380,1380,1380,478130_4419430_37_369,N,38,478130,4419430,37,369,,medium,,,,slipped,,,,,,,,,0,,,,,50620
1381,1381,1381,1381,1381,1381,1381,478130_4419430_37_370,N,38,478130,4419430,37,370,,medium,,,,,,,,,,,,,0,,,,,50622
1382,1382,1382,1382,1382,1382,1382,478130_4419430_37_371,N,38,478130,4419430,37,371,,medium,,,,slipped,,,,,,,,,0,,,,,50624
1383,1383,1383,1383,1383,1383,1383,478130_4419430_37_373,N,38,478130,4419430,37,373,,fine,,,,,,,,,,,,,0,,,,,50626
1384,1384,1384,1384,1384,1384,1384,478130_4419430_37_374,N,38,478130,4419430,37,374,,fine,,,,slipped,,,,,,,,,0,,,,,50628
1385,1385,1385,1385,1385,1385,1385,478130_4419430_37_375,N,38,478130,4419430,37,375,,medium,,,,,,,,,,,,,0,,,,,50630
1386,1386,1386,1386,1386,1386,1386,478130_4419430_37_376,N,38,478130,4419430,37,376,,medium,,,,,,,,,,,,,0,,,,,50634
1387,1387,1387,1387,1387,1387,1387,478130_4419430_37_377,N,38,478130,4419430,37,377,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50636
1388,1388,1388,1388,1388,1388,1388,478130_4419430_37_378,N,38,478130,4419430,37,378,,medium,,,,,,,,,,,,,0,,,,,50638
1389,1389,1389,1389,1389,1389,1389,478130_4419430_37_379,N,38,478130,4419430,37,379,,medium,,,,,,,,,,,,,0,,,,,50640
1390,1390,1390,1390,1390,1390,1390,478130_4419430_37_380,N,38,478130,4419430,37,380,,medium,,,,,,,,,,,,,0,,,,,50642
1391,1391,1391,1391,1391,1391,1391,478130_4419430_37_381,N,38,478130,4419430,37,381,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50646
1392,1392,1392,1392,1392,1392,1392,478130_4419430_37_382,N,38,478130,4419430,37,382,,fine,,,,,,,,,,,,,0,,,,,50648
1393,1393,1393,1393,1393,1393,1393,478130_4419430_37_383,N,38,478130,4419430,37,383,,fine,,,,,,,,,,,,,0,,,,,50650
1394,1394,1394,1394,1394,1394,1394,478130_4419430_37_384,N,38,478130,4419430,37,384,,medium,,,,,,,,,,,,,0,,,,,50652
1395,1395,1395,1395,1395,1395,1395,478130_4419430_37_385,N,38,478130,4419430,37,385,,fine,,,,slipped and burnished,,,,,,,,,0,,,,,50654
1396,1396,1396,1396,1396,1396,1396,478130_4419430_37_386,N,38,478130,4419430,37,386,,medium,,,,slipped,,,,,,,,,0,,,,,50656
1397,1397,1397,1397,1397,1397,1397,478130_4419430_37_387,N,38,478130,4419430,37,387,,medium,,,,,,,,,,,,,0,,,,,50658
1398,1398,1398,1398,1398,1398,1398,478130_4419430_37_388,N,38,478130,4419430,37,388,,medium,,,,,,,,,,,,,0,,,,,50660
1399,1399,1399,1399,1399,1399,1399,478130_4419430_37_389,N,38,478130,4419430,37,389,,medium,,,,slipped,,,,,,,,,0,,,,,50664
1400,1400,1400,1400,1400,1400,1400,478130_4419430_37_390,N,38,478130,4419430,37,390,,medium,,,,,,,,,,,,,0,,,,,50666
1401,1401,1401,1401,1401,1401,1401,478130_4419430_37_391,N,38,478130,4419430,37,391,,medium,,,,burnished,,,,,,,,,0,,,,,50668
1402,1402,1402,1402,1402,1402,1402,478130_4419430_37_392,N,38,478130,4419430,37,392,,medium,,,,,,,,,,,,,0,,,,,50670
1403,1403,1403,1403,1403,1403,1403,478130_4419430_37_393,N,38,478130,4419430,37,393,,medium,,,,burnished,,,,,,,,,0,,,,,50672
1404,1404,1404,1404,1404,1404,1404,478130_4419430_37_394,N,38,478130,4419430,37,394,,coarse,,,,,,,,,,,,,0,,,,,50675
1405,1405,1405,1405,1405,1405,1405,478130_4419430_37_395,N,38,478130,4419430,37,395,,medium,,,,,,,,,,,,,0,,,,,50677
1406,1406,1406,1406,1406,1406,1406,478130_4419430_37_396,N,38,478130,4419430,37,396,,medium,,,,,,,,,,,,,0,,,,,50679
1407,1407,1407,1407,1407,1407,1407,478130_4419430_37_397,N,38,478130,4419430,37,397,,medium,,,,slipped,,,,,,,,,0,,,,,50681
1408,1408,1408,1408,1408,1408,1408,478130_4419430_37_398,N,38,478130,4419430,37,398,,medium,,,,slipped,,,,,,,,,0,,,,,50683
1409,1409,1409,1409,1409,1409,1409,478130_4419430_37_399,N,38,478130,4419430,37,399,,medium,,,,,,,,,,,,,0,,,,,50685
1410,1410,1410,1410,1410,1410,1410,478130_4419430_37_400,N,38,478130,4419430,37,400,,coarse,,,,,,,,,,,,,0,,,,,50687
1411,1411,1411,1411,1411,1411,1411,478130_4419430_38_1,N,38,478130,4419430,38,1,,fine,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50689
1412,1412,1412,1412,1412,1412,1412,478130_4419430_38_2,N,38,478130,4419430,38,2,,coarse,,,,,,,,,,,,,0,,,,,50691
1413,1413,1413,1413,1413,1413,1413,478130_4419430_38_4,N,38,478130,4419430,38,4,,fine,,,,slipped,,,,,,,,,0,,,,,50695
1414,1414,1414,1414,1414,1414,1414,478130_4419430_38_5,N,38,478130,4419430,38,5,,medium,,,,,,,,,,,,,0,,,,,50697
1415,1415,1415,1415,1415,1415,1415,478130_4419430_38_6,N,38,478130,4419430,38,6,,medium,,,,,,,,,,,,,0,,,,,50699
1416,1416,1416,1416,1416,1416,1416,478130_4419430_38_7,N,38,478130,4419430,38,7,,coarse,,,,,,,,,,,,,0,,,,,50702
1417,1417,1417,1417,1417,1417,1417,478130_4419430_38_8,N,38,478130,4419430,38,8,,fine,,,,,,impressed,,,,,,,0,,,,,50704
1418,1418,1418,1418,1418,1418,1418,478130_4419430_38_9,N,38,478130,4419430,38,9,,medium,,,,,,,,,,,,,0,,,,,50706
1419,1419,1419,1419,1419,1419,1419,478130_4419430_38_10,N,38,478130,4419430,38,10,,medium,,,,,,,,,,,,,0,,,,,50708
1420,1420,1420,1420,1420,1420,1420,478130_4419430_38_11,N,38,478130,4419430,38,11,,medium,,,,,,line - straight,,,,,,,0,,,,,50710
1421,1421,1421,1421,1421,1421,1421,478130_4419430_38_12,N,38,478130,4419430,38,12,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50712
1422,1422,1422,1422,1422,1422,1422,478130_4419430_38_13,N,38,478130,4419430,38,13,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50714
1423,1423,1423,1423,1423,1423,1423,478130_4419430_38_14,N,38,478130,4419430,38,14,,fine,,,,slipped,,,,,,,,,0,,,,,50716
1424,1424,1424,1424,1424,1424,1424,478130_4419430_38_15,N,38,478130,4419430,38,15,,fine,,,,slipped,,,,,,,,,0,,,,,50718
1425,1425,1425,1425,1425,1425,1425,478130_4419430_38_16,N,38,478130,4419430,38,16,,medium,,,,slipped,,,,,,,,,0,,,,,50720
1426,1426,1426,1426,1426,1426,1426,478130_4419430_38_17,N,38,478130,4419430,38,17,,medium,,,,,,,,,,,,,0,,,,,50722
1427,1427,1427,1427,1427,1427,1427,478130_4419430_38_19,N,38,478130,4419430,38,19,,fine,,,,,,,,,,,,,0,,,,,50726
1428,1428,1428,1428,1428,1428,1428,478130_4419430_38_20,N,38,478130,4419430,38,20,,medium,,,,,,,,,,,,,0,,,,,50728
1429,1429,1429,1429,1429,1429,1429,478130_4419430_38_21,N,38,478130,4419430,38,21,,medium,,,,,,,,,,,,,0,,,,,50730
1430,1430,1430,1430,1430,1430,1430,478130_4419430_38_22,N,38,478130,4419430,38,22,,medium,,,,,,,,,,,,,0,,,,,50732
1431,1431,1431,1431,1431,1431,1431,478130_4419430_38_23,N,38,478130,4419430,38,23,,medium,,,,,,,,,,,,,0,,,,,50734
1432,1432,1432,1432,1432,1432,1432,478130_4419430_38_24,N,38,478130,4419430,38,24,,fine,,,,slipped and burnished,,,,,,,,,0,,,,,50736
1433,1433,1433,1433,1433,1433,1433,478130_4419430_38_25,N,38,478130,4419430,38,25,,medium,,,,,,line - straight and wave,,,,,,,0,,,,,50738
1434,1434,1434,1434,1434,1434,1434,478130_4419430_38_26,N,38,478130,4419430,38,26,,medium,,,,slipped,,,,,,,,,0,,,,,50740
1435,1435,1435,1435,1435,1435,1435,478130_4419430_38_27,N,38,478130,4419430,38,27,,medium,,,,slipped,,,,,,,,,0,,,,,50742
1436,1436,1436,1436,1436,1436,1436,478130_4419430_38_28,N,38,478130,4419430,38,28,,fine,,,,,,,,,,,,,0,,,,,50744
1437,1437,1437,1437,1437,1437,1437,478130_4419430_38_29,N,38,478130,4419430,38,29,,medium,,,,,,,,,,,,,0,,,,,50746
1438,1438,1438,1438,1438,1438,1438,478130_4419430_38_30,N,38,478130,4419430,38,30,,fine,,,,,,,,,,,,,0,,,,,50748
1439,1439,1439,1439,1439,1439,1439,478130_4419430_38_31,N,38,478130,4419430,38,31,,medium,,,,slipped,,,,,,,,,0,,,,,50750
1440,1440,1440,1440,1440,1440,1440,478130_4419430_38_32,N,38,478130,4419430,38,32,,medium,,,,,,,,,,,,,0,,,,,50752
1441,1441,1441,1441,1441,1441,1441,478130_4419430_38_33,N,38,478130,4419430,38,33,,medium,,,,slipped,,,,,,,,,0,,,,,50754
1442,1442,1442,1442,1442,1442,1442,478130_4419430_38_34,N,38,478130,4419430,38,34,,medium,,,,slipped and burnished,,,,,,,,,0,,,,,50756
1443,1443,1443,1443,1443,1443,1443,478130_4419430_38_35,N,38,478130,4419430,38,35,,coarse,,,,,,,,,,,,,0,,,,,50758
1444,1444,1444,1444,1444,1444,1444,478130_4419430_38_36,N,38,478130,4419430,38,36,,medium,,,,,,,,,,,,,0,,,,,50760
1445,1445,1445,1445,1445,1445,1445,478130_4419430_38_37,N,38,478130,4419430,38,37,,medium,,,,,,,,,,,,,0,,,,,50762
1446,1446,1446,1446,1446,1446,1446,478130_4419430_38_38,N,38,478130,4419430,38,38,,fine,,,,slipped,,,,,,,,,0,,,,,50766
1447,1447,1447,1447,1447,1447,1447,478130_4419430_38_39,N,38,478130,4419430,38,39,,medium,,,,,,,,,,,,,0,,,,,50768
1448,1448,1448,1448,1448,1448,1448,478130_4419430_38_40,N,38,478130,4419430,38,40,,medium,,,,,,,,,,,,,0,,,,,50771
1449,1449,1449,1449,1449,1449,1449,478130_4419430_38_41,N,38,478130,4419430,38,41,,medium,,,,slipped,,,,,,,,,0,,,,,50773
1450,1450,1450,1450,1450,1450,1450,478130_4419430_38_42,N,38,478130,4419430,38,42,,medium,,,,,,,,,,,,,0,,,,,50775
1451,1451,1451,1451,1451,1451,1451,478130_4419430_38_43,N,38,478130,4419430,38,43,,medium,,,,,,ridged,,,,,,,0,,,,,50992
1452,1452,1452,1452,1452,1452,1452,478130_4419430_38_44,N,38,478130,4419430,38,44,,medium,,,,slipped and burnished,,,,,,,,,0,,,,,50782
1453,1453,1453,1453,1453,1453,1453,478130_4419430_38_45,N,38,478130,4419430,38,45,,medium,,,,,,,,,,,,,0,,,,,50784
1454,1454,1454,1454,1454,1454,1454,478130_4419430_38_46,N,38,478130,4419430,38,46,,fine,,,,slipped,,,,,,,,,0,,,,,50786
1455,1455,1455,1455,1455,1455,1455,478130_4419430_38_47,N,38,478130,4419430,38,47,,medium,,,,slipped,,,,,,,,,0,,,,,50788
1456,1456,1456,1456,1456,1456,1456,478130_4419430_38_48,N,38,478130,4419430,38,48,,medium,,,,,,,,,,,,,0,,,,,50790
1457,1457,1457,1457,1457,1457,1457,478130_4419430_38_49,N,38,478130,4419430,38,49,,medium,,,,,,,,,,,,,0,,,,,50792
1458,1458,1458,1458,1458,1458,1458,478130_4419430_38_50,N,38,478130,4419430,38,50,,medium,,,,slipped,,,,,,,,,0,,,,,50794
1459,1459,1459,1459,1459,1459,1459,478130_4419430_38_51,N,38,478130,4419430,38,51,,fine,,,,,,,,,,,,,0,,,,,50796
1460,1460,1460,1460,1460,1460,1460,478130_4419430_38_52,N,38,478130,4419430,38,52,,medium,,,,,,,,,,,,,0,,,,,50798
1461,1461,1461,1461,1461,1461,1461,478130_4419430_38_53,N,38,478130,4419430,38,53,,medium,,,,,,,,,,,,,0,,,,,50800
1462,1462,1462,1462,1462,1462,1462,478130_4419430_38_54,N,38,478130,4419430,38,54,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,59570
1463,1463,1463,1463,1463,1463,1463,478130_4419430_38_55,N,38,478130,4419430,38,55,,medium,,,,,,,,,,,,,0,,,,,50804
1464,1464,1464,1464,1464,1464,1464,478130_4419430_38_56,N,38,478130,4419430,38,56,,medium,,,,,,,,,,,,,0,,,,,50806
1465,1465,1465,1465,1465,1465,1465,478130_4419430_38_57,N,38,478130,4419430,38,57,,fine,,,,,,,,,,,,,0,,,,,50808
1466,1466,1466,1466,1466,1466,1466,478130_4419430_38_58,N,38,478130,4419430,38,58,,medium,,,,,,,,,,,,,0,,,,,50810
1467,1467,1467,1467,1467,1467,1467,478130_4419430_38_59,N,38,478130,4419430,38,59,,medium,,,,,,,,,,,,,0,,,,,50812
1468,1468,1468,1468,1468,1468,1468,478130_4419430_38_60,N,38,478130,4419430,38,60,,medium,,,,,,,,,,,,,0,,,,,50814
1469,1469,1469,1469,1469,1469,1469,478130_4419430_38_61,N,38,478130,4419430,38,61,,medium,,,,,,,,,,,,,0,,,,,50816
1470,1470,1470,1470,1470,1470,1470,478130_4419430_38_62,N,38,478130,4419430,38,62,,medium,,,,,,,,,,,,,0,,,,,50818
1471,1471,1471,1471,1471,1471,1471,478130_4419430_38_63,N,38,478130,4419430,38,63,,medium,,,,,,,,,,,,,0,,,,,50820
1472,1472,1472,1472,1472,1472,1472,478130_4419430_38_64,N,38,478130,4419430,38,64,,medium,,,,,,,,,,,,,0,,,,,50822
1473,1473,1473,1473,1473,1473,1473,478130_4419430_38_65,N,38,478130,4419430,38,65,,medium,,,,,,,,,,,,,0,,,,,50824
1474,1474,1474,1474,1474,1474,1474,478130_4419430_38_66,N,38,478130,4419430,38,66,,medium,,,,,,,,,,,,,0,,,,,50826
1475,1475,1475,1475,1475,1475,1475,478130_4419430_38_67,N,38,478130,4419430,38,67,,fine,,,,,,,,,,,,,0,,,,,50828
1476,1476,1476,1476,1476,1476,1476,478130_4419430_38_68,N,38,478130,4419430,38,68,,fine,,,,slipped and burnished,,,,,,,,,0,,,,,50830
1477,1477,1477,1477,1477,1477,1477,478130_4419430_38_69,N,38,478130,4419430,38,69,,medium,,,,,,,,,,,,,0,,,,,50832
1478,1478,1478,1478,1478,1478,1478,478130_4419430_38_70,N,38,478130,4419430,38,70,,medium,,,,,,,,,,,,,0,,,,,50834
1479,1479,1479,1479,1479,1479,1479,478130_4419430_38_71,N,38,478130,4419430,38,71,,fine,,,,,,,,,,,,,0,,,,,50836
1480,1480,1480,1480,1480,1480,1480,478130_4419430_38_72,N,38,478130,4419430,38,72,,medium,,,,slipped,,,,,,,,,0,,,,,50838
1481,1481,1481,1481,1481,1481,1481,478130_4419430_38_73,N,38,478130,4419430,38,73,,medium,,,,,,,,,,,,,0,,,,,50840
1482,1482,1482,1482,1482,1482,1482,478130_4419430_38_74,N,38,478130,4419430,38,74,,medium,,,,,,,,,,,,,0,,,,,50842
1483,1483,1483,1483,1483,1483,1483,478130_4419430_38_75,N,38,478130,4419430,38,75,,medium,,,,slipped,,,,,,,,,0,,,,,50844
1484,1484,1484,1484,1484,1484,1484,478130_4419430_38_76,N,38,478130,4419430,38,76,,medium,,,,slipped,,,,,,,,,0,,,,,50846
1485,1485,1485,1485,1485,1485,1485,478130_4419430_38_77,N,38,478130,4419430,38,77,,coarse,,,,slipped,,,,,,,,,0,,,,,50848
1486,1486,1486,1486,1486,1486,1486,478130_4419430_38_78,N,38,478130,4419430,38,78,,fine,,,,slipped,,,,,,,,,0,,,,,50851
1487,1487,1487,1487,1487,1487,1487,478130_4419430_38_79,N,38,478130,4419430,38,79,,fine,,,,slipped,,line - parallel straight,,,,,,,0,,,,,50855
1488,1488,1488,1488,1488,1488,1488,478130_4419430_38_80,N,38,478130,4419430,38,80,,medium,,,,,,,,,,,,,0,,,,,50857
1489,1489,1489,1489,1489,1489,1489,478130_4419430_38_81,N,38,478130,4419430,38,81,,medium,,,,,,,,,,,,,0,,,,,50859
1490,1490,1490,1490,1490,1490,1490,478130_4419430_38_82,N,38,478130,4419430,38,82,,medium,,,,,,,,,,,,,0,,,,,50861
1491,1491,1491,1491,1491,1491,1491,478130_4419430_38_83,N,38,478130,4419430,38,83,,medium,,,,,,,,,,,,,0,,,,,50863
1492,1492,1492,1492,1492,1492,1492,478130_4419430_38_84,N,38,478130,4419430,38,84,,medium,,,,,,,,,,,,,0,,,,,50865
1493,1493,1493,1493,1493,1493,1493,478130_4419430_38_85,N,38,478130,4419430,38,85,,medium,,,,slipped,,,,,,,,,0,,,,,50867
1494,1494,1494,1494,1494,1494,1494,478130_4419430_38_86,N,38,478130,4419430,38,86,,medium,,,,slipped,,,,,,,,,0,,,,,50869
1495,1495,1495,1495,1495,1495,1495,478130_4419430_38_87,N,38,478130,4419430,38,87,,medium,,,,slipped and burnished,,,,,,,,,0,,,,,50871
1496,1496,1496,1496,1496,1496,1496,478130_4419430_38_88,N,38,478130,4419430,38,88,,medium,,,,,,line - straight,,,,,,,0,,,,,59572
1497,1497,1497,1497,1497,1497,1497,478130_4419430_38_89,N,38,478130,4419430,38,89,,fine,,,,slipped,,,,,,,,,0,,,,,50875
1498,1498,1498,1498,1498,1498,1498,478130_4419430_38_90,N,38,478130,4419430,38,90,,medium,,,,,,,,,,,,,0,,,,,50877
1499,1499,1499,1499,1499,1499,1499,478130_4419430_38_91,N,38,478130,4419430,38,91,,medium,,,,slipped,,,,,,,,,0,,,,,50879
1500,1500,1500,1500,1500,1500,1500,478130_4419430_38_92,N,38,478130,4419430,38,92,,medium,,,,slipped,,,,,,,,,0,,,,,50881
1501,1501,1501,1501,1501,1501,1501,478130_4419430_38_93,N,38,478130,4419430,38,93,,medium,,,,slipped,,,,,,,,,0,,,,,50883
1502,1502,1502,1502,1502,1502,1502,478130_4419430_38_94,N,38,478130,4419430,38,94,,fine,,,,,,,,,,,,,0,,,,,50885
1503,1503,1503,1503,1503,1503,1503,478130_4419430_38_95,N,38,478130,4419430,38,95,,fine,,,,,,,,,,,,,0,,,,,50891
1504,1504,1504,1504,1504,1504,1504,478130_4419430_38_96,N,38,478130,4419430,38,96,,medium,,,,,,,,,,,,,0,,,,,50893
1505,1505,1505,1505,1505,1505,1505,478130_4419430_38_97,N,38,478130,4419430,38,97,,medium,,,,,,,,,,,,,0,,,,,50895
1506,1506,1506,1506,1506,1506,1506,478130_4419430_38_98,N,38,478130,4419430,38,98,,medium,,,,,,,,,,,,,0,,,,,50897
1507,1507,1507,1507,1507,1507,1507,478130_4419430_38_99,N,38,478130,4419430,38,99,,medium,,,,,,,,,,,,,0,,,,,50899
1508,1508,1508,1508,1508,1508,1508,478130_4419430_38_100,N,38,478130,4419430,38,100,,medium,,,,,,,,,,,,,0,,,,,50901
1509,1509,1509,1509,1509,1509,1509,478130_4419430_38_101,N,38,478130,4419430,38,101,,fine,,,,,,,,,,,,,0,,,,,50903
1510,1510,1510,1510,1510,1510,1510,478130_4419430_38_102,N,38,478130,4419430,38,102,,medium,,,,,,,,,,,,,0,,,,,50905
1511,1511,1511,1511,1511,1511,1511,478130_4419430_38_103,N,38,478130,4419430,38,103,,fine,,,,slipped,,,,,,,,,0,,,,,50907
1512,1512,1512,1512,1512,1512,1512,478130_4419430_38_104,N,38,478130,4419430,38,104,,medium,,,,,,line - parallel straight,,,,,,,0,,,,,59574
1513,1513,1513,1513,1513,1513,1513,478130_4419430_38_105,N,38,478130,4419430,38,105,,fine,,,,,,,,,,,,,0,,,,,50911
1514,1514,1514,1514,1514,1514,1514,478130_4419430_38_106,N,38,478130,4419430,38,106,,fine,,,,,,,,,,,,,0,,,,,50913
1515,1515,1515,1515,1515,1515,1515,478130_4419430_38_107,N,38,478130,4419430,38,107,,medium,,,,,,,,,,,,,0,,,,,50915
